minute,second,player,team,x,y,end_x,end_y,pass_distance,is_progressive,is_successful,is_cross,is_through_ball,field_zone,pass_length
45,27.0,Gavi,Barcelona,43.6,24.5,35.1,38.0,16.0,False,True,False,False,Middle_Left,
45,30.0,Ronald Araújo,Barcelona,34.9,38.2,36.4,14.8,23.4,False,True,False,False,Middle_Center,
45,31.0,Alejandro Balde,Barcelona,44.5,87.9,39.4,71.7,17.0,False,True,False,False,Middle_Right,
45,32.0,Pau Cubarsí,Barcelona,39.4,70.8,42.7,48.5,22.5,False,True,False,False,Middle_Right,
45,33.0,Gavi,Barcelona,34.6,46.0,46.4,54.4,14.5,True,True,False,False,Middle_Center,
45,33.0,Eric García,Barcelona,36.6,21.7,39.4,91.5,69.9,False,True,False,False,Middle_Left,
45,35.0,Pedri,Barcelona,46.7,54.0,60.8,97.5,45.7,True,True,False,False,Middle_Center,
45,38.0,Alejandro Balde,Barcelona,39.4,91.5,44.5,94.2,5.8,False,True,False,False,Middle_Right,
45,39.0,Raphinha,Barcelona,58.1,94.2,64.7,95.3,6.7,False,True,False,False,Middle_Right,
45,39.0,Raphinha,Barcelona,44.5,94.2,57.2,76.5,21.8,True,False,False,False,Middle_Right,
45,41.0,Alejandro Balde,Barcelona,66.3,88.2,61.7,78.5,10.7,False,True,False,False,Middle_Right,
45,41.0,Unai Núñez,Athletic Club,37.0,28.4,43.7,31.6,7.4,False,True,False,False,Middle_Left,
45,42.0,Íñigo Ruíz de Galarreta,Athletic Club,45.2,32.5,41.3,4.3,28.5,False,True,False,False,Middle_Left,
45,45.0,Alex Berenguer,Athletic Club,45.0,4.1,34.3,18.2,17.7,False,True,False,False,Middle_Left,
45,46.0,Pedri,Barcelona,59.9,62.4,51.0,40.6,23.5,False,True,False,False,Middle_Center,
45,49.0,Ronald Araújo,Barcelona,51.0,40.6,58.6,16.1,25.7,False,True,False,False,Middle_Center,
45,49.0,Unai Núñez,Athletic Club,34.0,24.1,18.8,47.6,28.0,False,True,False,False,Middle_Left,
45,51.0,Eric García,Barcelona,58.5,16.4,66.0,8.2,11.1,False,True,False,False,Middle_Left,
45,53.0,Unai Simón,Athletic Club,18.9,48.4,64.1,66.5,48.7,True,False,False,False,Defensive_Center,
45,56.0,Lamine Yamal,Barcelona,64.2,29.9,56.1,35.5,9.8,False,True,False,False,Middle_Left,
45,59.0,Gavi,Barcelona,56.4,34.4,45.1,42.1,13.7,False,True,False,False,Middle_Center,
45,59.0,Mikel Jauregizar,Athletic Club,60.5,84.2,68.7,98.9,16.8,False,True,False,False,Middle_Right,
46,1.0,Ronald Araújo,Barcelona,44.9,42.1,58.1,41.8,13.2,True,True,False,False,Middle_Center,
46,4.0,Pedri,Barcelona,57.5,41.9,47.6,23.2,21.2,False,True,False,False,Middle_Center,
46,4.0,Eric García,Barcelona,29.8,0.0,17.8,25.1,27.8,False,True,False,False,Defensive_Left,
46,6.0,Gavi,Barcelona,47.2,23.2,42.0,37.4,15.1,False,True,False,False,Middle_Left,
46,14.0,Ronald Araújo,Barcelona,29.3,33.7,24.8,8.0,26.1,False,True,False,False,Defensive_Center,
46,16.0,Eric García,Barcelona,24.8,8.0,31.6,18.7,12.7,False,True,False,False,Defensive_Left,
46,17.0,Ronald Araújo,Barcelona,50.7,41.8,51.2,51.6,9.8,False,True,False,False,Middle_Center,
46,17.0,Gavi,Barcelona,31.4,18.7,33.7,5.6,13.3,False,True,False,False,Defensive_Left,
46,18.0,Fermín López,Barcelona,34.1,5.6,65.1,27.5,38.0,True,False,False,False,Middle_Left,
46,20.0,Pedri,Barcelona,49.4,34.7,45.6,23.8,11.5,False,True,False,False,Middle_Center,
46,22.0,Aitor Paredes,Athletic Club,36.4,77.1,12.6,37.7,46.0,False,True,False,False,Middle_Right,
46,23.0,Gavi,Barcelona,57.4,22.1,56.0,35.0,13.0,False,True,False,False,Middle_Left,
46,25.0,Unai Simón,Athletic Club,12.6,38.3,71.1,54.5,60.7,True,False,False,False,Defensive_Center,
46,27.0,Pedri,Barcelona,57.6,21.8,55.8,8.3,13.6,False,True,False,False,Middle_Left,
46,29.0,Lamine Yamal,Barcelona,55.5,8.5,64.9,6.7,9.6,False,True,False,False,Middle_Left,
46,29.0,Ronald Araújo,Barcelona,26.1,32.6,37.6,26.0,13.3,True,True,False,False,Defensive_Left,
46,30.0,Pedri,Barcelona,64.9,6.7,67.0,16.6,10.1,False,True,False,False,Middle_Left,
46,42.0,Fermín López,Barcelona,45.3,28.3,37.7,10.0,19.8,False,True,False,False,Middle_Left,
46,44.0,Eric García,Barcelona,37.4,9.1,36.5,22.0,12.9,False,True,False,False,Middle_Left,
46,45.0,Gavi,Barcelona,36.5,22.0,31.4,15.8,8.0,False,True,False,False,Middle_Left,
46,46.0,Eric García,Barcelona,31.4,15.7,26.4,39.1,23.9,False,True,False,False,Defensive_Left,
46,51.0,Ronald Araújo,Barcelona,27.9,38.9,28.7,22.4,16.5,False,True,False,False,Defensive_Center,
46,53.0,Eric García,Barcelona,28.8,22.4,34.7,28.4,8.4,False,True,False,False,Defensive_Left,
46,56.0,Gavi,Barcelona,33.1,30.8,33.1,48.8,18.0,False,True,False,False,Defensive_Left,
46,56.0,Pedri,Barcelona,33.1,49.0,26.6,37.4,13.3,False,True,False,False,Defensive_Center,
46,59.0,Ronald Araújo,Barcelona,23.6,34.3,29.4,22.7,13.0,False,False,False,False,Defensive_Center,
47,2.0,Fermín López,Barcelona,29.1,23.2,25.2,12.1,11.8,False,True,False,False,Defensive_Left,
47,4.0,Eric García,Barcelona,25.1,11.9,27.9,21.1,9.6,False,True,False,False,Defensive_Left,
47,6.0,Fermín López,Barcelona,29.9,26.2,30.6,42.7,16.5,False,True,False,False,Defensive_Left,
47,10.0,Pedri,Barcelona,29.4,51.9,34.7,90.5,39.0,False,True,False,False,Defensive_Center,
47,13.0,Alejandro Balde,Barcelona,35.9,88.7,43.7,92.9,8.9,False,True,False,False,Middle_Right,
47,14.0,Raphinha,Barcelona,43.7,93.0,31.8,92.3,11.9,False,True,False,False,Middle_Right,
47,16.0,Alejandro Balde,Barcelona,31.8,92.3,35.1,75.5,17.1,False,True,False,False,Defensive_Right,
47,18.0,Pedri,Barcelona,36.4,69.6,41.7,78.2,10.1,False,True,False,False,Middle_Right,
47,20.0,Fermín López,Barcelona,43.6,78.8,62.7,93.0,23.8,True,True,False,False,Middle_Right,
47,24.0,Raphinha,Barcelona,70.3,90.5,90.1,45.2,49.4,True,True,True,False,Attacking_Right,
47,56.0,Unai Simón,Athletic Club,5.1,50.3,60.0,58.2,55.5,True,True,False,False,Defensive_Center,
48,1.0,Nico Williams,Athletic Club,55.4,50.3,65.5,43.4,12.2,True,True,False,False,Middle_Center,
48,27.0,Ronald Araújo,Barcelona,34.3,42.2,44.9,10.0,33.9,True,True,False,False,Middle_Center,
48,30.0,Lamine Yamal,Barcelona,44.9,10.0,37.0,12.4,8.3,False,True,False,False,Middle_Left,
48,31.0,Eric García,Barcelona,36.7,12.4,37.0,24.7,12.3,False,True,False,False,Middle_Left,
48,33.0,Lamine Yamal,Barcelona,36.8,23.6,36.9,11.3,12.3,False,True,False,False,Middle_Left,
48,35.0,Eric García,Barcelona,36.9,11.2,35.6,26.3,15.2,False,True,False,False,Middle_Left,
48,37.0,Gavi,Barcelona,35.6,26.3,29.3,14.8,13.1,False,True,False,False,Middle_Left,
48,39.0,Eric García,Barcelona,27.2,13.3,8.1,38.0,31.2,False,True,False,False,Defensive_Left,
48,42.0,Iñaki Peña,Barcelona,9.8,33.8,9.3,8.6,25.2,False,True,False,False,Defensive_Center,
48,46.0,Eric García,Barcelona,13.5,11.9,31.8,20.9,20.4,True,True,False,False,Defensive_Left,
48,47.0,Fermín López,Barcelona,31.9,20.9,33.3,13.6,7.4,False,True,False,False,Defensive_Left,
48,51.0,Gavi,Barcelona,33.5,21.4,31.0,32.0,10.9,False,True,False,False,Middle_Left,
48,52.0,Pedri,Barcelona,32.3,34.0,33.7,91.5,57.5,False,True,False,False,Defensive_Center,
48,57.0,Alejandro Balde,Barcelona,35.1,89.1,36.0,73.8,15.3,False,True,False,False,Middle_Right,
49,1.0,Pedri,Barcelona,31.8,61.7,32.6,24.7,37.0,False,True,False,False,Defensive_Center,
49,4.0,Eric García,Barcelona,32.3,21.4,45.0,4.9,20.8,True,True,False,False,Defensive_Left,
49,5.0,Lamine Yamal,Barcelona,44.1,4.9,44.9,17.5,12.6,False,True,False,False,Middle_Left,
49,6.0,Robert Lewandowski,Barcelona,44.9,18.5,42.8,19.0,2.2,False,True,False,False,Middle_Left,
49,28.0,Eric García,Barcelona,53.6,0.0,31.4,21.8,31.1,False,True,False,False,Middle_Left,
49,33.0,Ronald Araújo,Barcelona,32.7,25.9,38.5,31.4,8.0,False,True,False,False,Defensive_Left,
49,34.0,Pedri,Barcelona,38.5,31.4,32.1,25.0,9.1,False,True,False,False,Middle_Left,
49,38.0,Ronald Araújo,Barcelona,37.6,27.4,49.7,40.4,17.8,True,True,False,False,Middle_Left,
49,41.0,Mikel Jauregizar,Athletic Club,44.3,57.8,39.1,66.3,10.0,False,True,False,False,Middle_Center,
49,42.0,Aitor Paredes,Athletic Club,38.7,66.9,63.3,73.5,25.5,True,True,False,False,Middle_Right,
49,43.0,Unai Gómez,Athletic Club,64.3,73.2,53.1,68.3,12.2,False,True,False,False,Middle_Right,
50,1.0,Yuri Berchiche,Athletic Club,54.9,68.1,93.0,3.8,74.7,True,True,False,False,Middle_Right,
50,2.0,Óscar De Marcos,Athletic Club,91.2,5.5,88.2,24.4,19.1,False,True,False,False,Attacking_Left,
50,8.0,Alex Berenguer,Athletic Club,92.7,23.8,91.0,30.4,6.8,False,False,False,False,Attacking_Left,
50,12.0,Alejandro Balde,Barcelona,13.6,68.6,19.8,80.4,13.3,False,True,False,False,Defensive_Right,
50,13.0,Pedri,Barcelona,23.1,79.7,42.6,94.1,24.2,True,True,False,False,Defensive_Right,
50,20.0,Raphinha,Barcelona,75.9,78.3,76.0,65.0,13.3,False,True,False,False,Attacking_Right,
50,22.0,Robert Lewandowski,Barcelona,76.0,64.1,75.9,59.0,5.1,False,False,False,False,Attacking_Center,
50,22.0,Aitor Paredes,Athletic Club,24.0,49.6,,,,False,True,False,False,Defensive_Center,
50,27.0,Pedri,Barcelona,54.5,54.9,60.4,40.9,15.2,False,True,False,False,Middle_Center,
50,28.0,Gavi,Barcelona,60.7,38.8,56.1,43.7,6.7,False,True,False,False,Middle_Center,
50,30.0,Pedri,Barcelona,56.1,37.0,58.4,10.9,26.2,False,True,False,False,Middle_Center,
50,32.0,Eric García,Barcelona,58.5,9.8,55.5,23.6,14.1,False,True,False,False,Middle_Left,
50,38.0,Pedri,Barcelona,65.9,47.6,63.6,90.0,42.5,False,True,False,False,Middle_Center,
50,40.0,Alejandro Balde,Barcelona,63.6,89.7,73.7,95.0,11.4,True,True,False,False,Middle_Right,
50,43.0,Raphinha,Barcelona,73.5,92.1,69.0,78.8,14.0,False,True,False,False,Attacking_Right,
50,45.0,Pedri,Barcelona,68.9,78.6,66.8,89.6,11.2,False,True,False,False,Attacking_Right,
50,47.0,Raphinha,Barcelona,67.1,89.0,67.1,69.2,19.8,False,True,False,False,Attacking_Right,
50,49.0,Pedri,Barcelona,66.8,60.3,81.6,9.1,53.3,True,True,False,False,Attacking_Center,
50,53.0,Lamine Yamal,Barcelona,81.8,13.9,92.8,48.4,36.2,True,False,True,False,Attacking_Left,
51,19.0,Yuri Berchiche,Athletic Club,46.0,100.0,52.8,69.8,31.0,False,True,False,False,Middle_Right,
51,24.0,Maroan Sannadi,Athletic Club,39.1,75.5,41.3,91.8,16.4,False,True,False,False,Middle_Right,
51,25.0,Yuri Berchiche,Athletic Club,41.5,91.7,54.4,100.0,15.3,True,False,False,False,Middle_Right,
51,33.0,Eric García,Barcelona,49.0,0.0,29.8,23.6,30.4,False,True,False,False,Middle_Left,
51,43.0,Ronald Araújo,Barcelona,32.0,31.0,45.0,54.9,27.2,True,True,False,False,Defensive_Left,
51,46.0,Pedri,Barcelona,44.3,65.9,45.8,90.8,24.9,False,True,False,False,Middle_Center,
51,50.0,Alejandro Balde,Barcelona,46.2,90.8,27.1,84.3,20.2,False,True,False,False,Middle_Right,
51,55.0,Pau Cubarsí,Barcelona,27.0,77.7,12.8,51.2,30.1,False,True,False,False,Defensive_Right,
52,3.0,Iñaki Peña,Barcelona,13.5,42.4,37.0,43.9,23.5,True,True,False,False,Defensive_Center,
52,9.0,Fermín López,Barcelona,57.1,28.6,62.1,6.8,22.4,False,True,False,False,Middle_Left,
52,11.0,Lamine Yamal,Barcelona,63.5,7.6,82.0,9.4,18.6,True,True,False,False,Middle_Left,
52,14.0,Fermín López,Barcelona,84.5,8.8,87.4,43.7,35.0,False,False,True,False,Attacking_Left,
52,17.0,Yuri Berchiche,Athletic Club,10.5,77.6,14.8,62.1,16.1,False,True,False,False,Defensive_Right,
52,21.0,Íñigo Ruíz de Galarreta,Athletic Club,21.5,72.8,35.8,75.2,14.5,True,False,False,False,Defensive_Right,
52,22.0,Ronald Araújo,Barcelona,62.6,30.7,67.1,46.6,16.5,False,True,False,False,Middle_Left,
52,27.0,Pedri,Barcelona,67.5,66.2,66.8,83.3,17.1,False,True,False,False,Attacking_Center,
52,30.0,Alejandro Balde,Barcelona,70.6,81.9,63.8,75.6,9.3,False,True,False,False,Attacking_Right,
52,32.0,Pedri,Barcelona,64.2,75.5,67.6,93.6,18.4,False,True,False,False,Middle_Right,
52,33.0,Alejandro Balde,Barcelona,68.0,92.0,72.1,77.4,15.2,False,True,False,False,Attacking_Right,
52,36.0,Raphinha,Barcelona,71.0,75.2,57.0,79.7,14.7,False,True,False,False,Attacking_Right,
52,38.0,Pau Cubarsí,Barcelona,57.1,78.9,59.4,61.8,17.3,False,True,False,False,Middle_Right,
52,41.0,Gavi,Barcelona,59.4,61.8,55.1,43.1,19.2,False,True,False,False,Middle_Center,
52,42.0,Ronald Araújo,Barcelona,54.8,42.2,57.7,51.3,9.6,False,True,False,False,Middle_Center,
52,43.0,Gavi,Barcelona,60.4,55.7,65.7,68.6,13.9,False,True,False,False,Middle_Center,
52,45.0,Pedri,Barcelona,65.7,70.8,68.8,93.9,23.3,False,True,False,False,Middle_Right,
52,48.0,Alejandro Balde,Barcelona,68.8,93.9,62.7,84.2,11.5,False,True,False,False,Attacking_Right,
52,50.0,Pedri,Barcelona,63.7,78.9,56.1,66.2,14.8,False,True,False,False,Middle_Right,
52,51.0,Gavi,Barcelona,55.4,65.7,45.9,44.2,23.5,False,True,False,False,Middle_Center,
52,55.0,Ronald Araújo,Barcelona,45.9,44.2,46.6,57.0,12.8,False,True,False,False,Middle_Center,
53,0.0,Gavi,Barcelona,48.1,55.4,55.4,51.5,8.3,False,True,False,False,Middle_Center,
53,1.0,Pedri,Barcelona,55.4,51.5,48.1,53.9,7.7,False,True,False,False,Middle_Center,
53,3.0,Gavi,Barcelona,48.1,53.9,45.8,32.8,21.2,False,True,False,False,Middle_Center,
53,5.0,Ronald Araújo,Barcelona,45.7,32.3,65.5,5.0,33.7,True,True,False,False,Middle_Left,
53,6.0,Lamine Yamal,Barcelona,67.2,3.2,58.1,13.6,13.8,False,True,False,False,Attacking_Left,
53,8.0,Eric García,Barcelona,57.5,14.2,61.2,8.9,6.5,False,True,False,False,Middle_Left,
53,10.0,Lamine Yamal,Barcelona,59.4,10.3,47.0,26.5,20.4,False,True,False,False,Middle_Left,
53,11.0,Gavi,Barcelona,46.9,26.6,57.9,36.1,14.5,True,True,False,False,Middle_Left,
53,13.0,Pedri,Barcelona,58.0,36.2,37.4,34.6,20.7,False,True,False,False,Middle_Center,
53,16.0,Ronald Araújo,Barcelona,37.4,34.6,45.0,43.6,11.8,False,True,False,False,Middle_Center,
53,19.0,Pedri,Barcelona,42.6,34.6,45.1,5.6,29.1,False,True,False,False,Middle_Center,
53,22.0,Eric García,Barcelona,45.1,5.6,96.3,16.7,52.4,True,True,False,False,Middle_Left,
53,27.0,Fermín López,Barcelona,96.3,16.7,90.2,27.7,12.6,False,False,False,False,Attacking_Left,
53,29.0,Yuri Berchiche,Athletic Club,10.2,80.9,27.0,74.7,17.9,True,False,False,False,Defensive_Right,
54,1.0,Unai Simón,Athletic Club,5.3,41.6,63.0,36.8,57.9,True,False,False,False,Defensive_Center,
54,5.0,Gavi,Barcelona,33.3,69.3,43.9,85.7,19.5,True,True,False,False,Defensive_Right,
54,9.0,Óscar De Marcos,Athletic Club,50.8,31.7,32.4,31.1,18.4,False,True,False,False,Middle_Left,
54,11.0,Unai Núñez,Athletic Club,33.5,29.8,14.9,49.9,27.4,False,True,False,False,Middle_Left,
54,16.0,Unai Simón,Athletic Club,15.4,50.9,24.8,89.6,39.8,False,True,False,False,Defensive_Center,
54,19.0,Yuri Berchiche,Athletic Club,24.0,89.6,29.8,71.1,19.4,False,True,False,False,Defensive_Right,
54,24.0,Mikel Jauregizar,Athletic Club,28.3,79.5,60.9,98.4,37.7,True,True,False,False,Defensive_Right,
54,28.0,Ronald Araújo,Barcelona,36.4,10.6,56.8,6.7,20.8,True,True,False,False,Middle_Left,
54,30.0,Eric García,Barcelona,56.8,6.7,67.0,5.9,10.2,True,True,False,False,Middle_Left,
54,32.0,Fermín López,Barcelona,67.0,5.9,57.1,7.4,10.0,False,True,False,False,Attacking_Left,
54,34.0,Eric García,Barcelona,56.2,7.1,43.8,32.5,28.3,False,True,False,False,Middle_Left,
54,38.0,Pedri,Barcelona,43.3,33.2,43.0,21.8,11.4,False,True,False,False,Middle_Left,
54,39.0,Gavi,Barcelona,43.0,21.7,33.9,11.9,13.4,False,True,False,False,Middle_Left,
54,41.0,Ronald Araújo,Barcelona,34.2,12.1,42.1,4.3,11.1,False,True,False,False,Middle_Left,
54,44.0,Eric García,Barcelona,46.3,4.3,47.2,6.7,2.6,False,False,False,False,Middle_Left,
54,45.0,Nico Williams,Athletic Club,54.2,98.0,,,,False,True,False,False,Middle_Right,
54,46.0,Eric García,Barcelona,46.9,10.3,44.0,30.1,20.0,False,True,False,False,Middle_Left,
54,49.0,Pedri,Barcelona,44.2,36.2,66.8,86.4,55.1,True,True,False,False,Middle_Center,
54,55.0,Alejandro Balde,Barcelona,69.7,81.6,68.4,74.3,7.4,False,True,False,False,Attacking_Right,
54,57.0,Robert Lewandowski,Barcelona,68.6,68.7,66.9,58.2,10.6,False,True,False,False,Attacking_Right,
55,0.0,Pedri,Barcelona,67.2,56.9,67.4,47.2,9.7,False,False,False,False,Attacking_Center,
55,1.0,Unai Gómez,Athletic Club,30.5,46.9,27.5,42.1,5.7,False,True,False,False,Defensive_Center,
55,2.0,Pedri,Barcelona,68.7,50.3,69.2,38.9,11.4,False,True,False,False,Attacking_Center,
55,6.0,Fermín López,Barcelona,69.5,37.6,74.7,19.0,19.3,False,True,False,False,Attacking_Center,
55,12.0,Lamine Yamal,Barcelona,71.9,32.5,68.2,43.6,11.7,False,True,False,False,Attacking_Left,
55,15.0,Pedri,Barcelona,67.9,44.5,63.7,36.2,9.3,False,True,False,False,Attacking_Center,
55,17.0,Gavi,Barcelona,63.7,35.9,66.1,23.3,12.8,False,True,False,False,Middle_Center,
55,19.0,Fermín López,Barcelona,66.1,23.3,71.9,25.1,6.1,False,True,False,False,Middle_Left,
55,20.0,Lamine Yamal,Barcelona,71.9,25.4,76.5,6.8,19.2,False,True,False,False,Attacking_Left,
55,21.0,Eric García,Barcelona,76.7,5.9,74.0,14.9,9.4,False,True,False,False,Attacking_Left,
55,33.0,Nico Williams,Athletic Club,39.9,62.6,48.6,25.6,38.0,False,True,False,False,Middle_Center,
55,35.0,Óscar De Marcos,Athletic Club,52.8,22.3,70.9,9.4,22.2,True,True,False,False,Middle_Left,
55,40.0,Maroan Sannadi,Athletic Club,86.7,17.8,89.4,44.3,26.6,False,False,True,False,Attacking_Left,
56,9.0,Iñaki Peña,Barcelona,3.7,44.6,20.9,41.2,17.5,True,True,False,False,Defensive_Center,
56,12.0,Ronald Araújo,Barcelona,23.8,39.5,28.3,26.0,14.2,False,True,False,False,Defensive_Center,
56,21.0,Gavi,Barcelona,39.5,33.8,34.8,14.9,19.5,False,True,False,False,Middle_Center,
56,24.0,Eric García,Barcelona,33.2,11.5,43.4,5.9,11.6,True,True,False,False,Defensive_Left,
56,26.0,Pedri,Barcelona,42.6,6.4,45.0,5.9,2.5,False,False,False,False,Middle_Left,
56,27.0,Yuri Berchiche,Athletic Club,56.3,97.5,,,,False,True,False,False,Middle_Right,
56,28.0,Nico Williams,Athletic Club,63.5,97.7,52.4,96.5,11.2,False,True,False,False,Middle_Right,
56,33.0,Mikel Jauregizar,Athletic Club,53.3,55.5,65.4,30.4,27.9,True,True,False,False,Middle_Center,
56,35.0,Óscar De Marcos,Athletic Club,67.5,37.4,85.3,47.3,20.4,True,False,False,False,Attacking_Center,
56,45.0,Iñaki Peña,Barcelona,14.3,47.2,22.4,36.2,13.7,False,True,False,False,Defensive_Center,
56,55.0,Ronald Araújo,Barcelona,29.9,40.6,35.2,52.7,13.2,False,True,False,False,Defensive_Center,
56,56.0,Pedri,Barcelona,35.2,52.8,38.8,34.3,18.8,False,True,False,False,Middle_Center,
56,59.0,Gavi,Barcelona,39.0,30.2,52.6,5.0,28.6,True,True,False,False,Middle_Left,
57,2.0,Lamine Yamal,Barcelona,52.7,4.4,55.5,3.8,2.9,False,False,False,False,Middle_Left,
57,3.0,Yuri Berchiche,Athletic Club,44.9,97.5,,,,False,True,False,False,Middle_Right,
57,12.0,Lamine Yamal,Barcelona,57.4,0.0,40.3,8.6,19.1,False,True,False,False,Middle_Left,
57,14.0,Eric García,Barcelona,41.5,8.3,32.2,25.6,19.6,False,True,False,False,Middle_Left,
57,18.0,Ronald Araújo,Barcelona,31.8,27.4,37.3,16.9,11.9,False,True,False,False,Defensive_Left,
57,19.0,Gavi,Barcelona,37.3,16.6,31.7,30.4,14.9,False,True,False,False,Middle_Left,
57,23.0,Ronald Araújo,Barcelona,28.5,38.5,13.8,49.0,18.1,False,True,False,False,Defensive_Center,
57,27.0,Iñaki Peña,Barcelona,13.9,49.0,22.1,74.4,26.7,False,True,False,False,Defensive_Center,
57,29.0,Pau Cubarsí,Barcelona,22.1,74.6,27.8,92.4,18.7,False,True,False,False,Defensive_Right,
57,32.0,Alejandro Balde,Barcelona,27.8,92.4,30.7,91.7,3.0,False,False,False,False,Defensive_Right,
57,32.0,Alex Berenguer,Athletic Club,69.0,3.2,,,,False,True,False,False,Attacking_Left,
57,41.0,Alejandro Balde,Barcelona,30.3,100.0,15.7,85.5,20.6,False,True,False,False,Defensive_Right,
57,44.0,Pau Cubarsí,Barcelona,15.7,85.5,11.8,59.0,26.8,False,True,False,False,Defensive_Right,
57,49.0,Iñaki Peña,Barcelona,11.7,55.2,9.2,32.0,23.3,False,True,False,False,Defensive_Center,
57,51.0,Ronald Araújo,Barcelona,9.4,29.3,10.3,11.6,17.7,False,True,False,False,Defensive_Left,
57,53.0,Eric García,Barcelona,10.4,10.9,27.1,6.2,17.3,True,True,False,False,Defensive_Left,
58,1.0,Gavi,Barcelona,10.3,8.0,5.5,12.4,6.5,False,True,False,False,Defensive_Left,
58,4.0,Ronald Araújo,Barcelona,5.4,11.3,11.1,8.6,6.3,False,True,False,False,Defensive_Left,
58,27.0,Eric García,Barcelona,20.5,0.0,28.8,16.8,18.7,False,True,False,False,Defensive_Left,
58,28.0,Fermín López,Barcelona,27.5,17.8,28.2,19.5,1.8,False,False,False,False,Defensive_Left,
58,29.0,Alex Berenguer,Athletic Club,70.1,81.0,,,,False,True,False,False,Attacking_Right,
58,29.0,Gavi,Barcelona,26.0,22.6,41.2,44.9,27.0,True,False,False,False,Defensive_Left,
58,34.0,Unai Núñez,Athletic Club,65.4,44.6,82.6,0.4,47.4,True,True,False,False,Middle_Center,
58,40.0,Óscar De Marcos,Athletic Club,87.9,1.3,92.9,32.5,31.6,False,False,False,False,Attacking_Left,
58,42.0,Pau Cubarsí,Barcelona,6.2,67.4,10.4,71.6,5.9,False,True,False,False,Defensive_Right,
58,44.0,Pedri,Barcelona,12.5,72.3,25.1,84.8,17.7,True,True,False,False,Defensive_Right,
58,49.0,Alejandro Balde,Barcelona,30.6,85.2,40.4,71.0,17.3,False,True,False,False,Defensive_Right,
58,51.0,Fermín López,Barcelona,40.5,71.3,65.1,55.8,29.1,True,True,False,False,Middle_Right,
59,40.0,Fermín López,Barcelona,99.5,99.6,85.4,90.2,16.9,False,True,False,False,Attacking_Right,
59,41.0,Pedri,Barcelona,85.0,88.8,77.2,73.4,17.3,False,True,False,False,Attacking_Right,
59,47.0,Lamine Yamal,Barcelona,74.9,65.9,80.3,85.1,19.9,False,True,False,False,Attacking_Center,
59,52.0,Pedri,Barcelona,74.8,84.3,85.8,90.3,12.5,True,True,False,False,Attacking_Right,
59,56.0,Fermín López,Barcelona,76.8,85.1,72.8,73.7,12.1,False,True,False,False,Attacking_Right,
59,59.0,Pedri,Barcelona,69.0,66.6,54.4,44.0,26.9,False,True,False,False,Attacking_Center,
60,4.0,Alejandro Balde,Barcelona,54.4,44.0,47.3,66.3,23.4,False,True,False,False,Middle_Center,
60,11.0,Pedri,Barcelona,36.4,27.2,16.2,46.4,27.9,False,True,False,False,Middle_Left,
60,16.0,Iñaki Peña,Barcelona,16.2,46.6,23.8,34.4,14.4,False,True,False,False,Defensive_Center,
60,19.0,Ronald Araújo,Barcelona,23.9,34.3,30.3,42.7,10.6,False,True,False,False,Defensive_Center,
60,22.0,Gavi,Barcelona,29.3,38.5,26.3,13.4,25.3,False,True,False,False,Defensive_Center,
60,26.0,Pedri,Barcelona,27.6,11.0,33.4,7.4,6.8,False,True,False,False,Defensive_Left,
60,28.0,Raphinha,Barcelona,33.4,7.4,38.6,15.5,9.6,False,True,False,False,Middle_Left,
60,29.0,Pedri,Barcelona,38.6,15.5,35.6,14.8,3.1,False,True,False,False,Middle_Left,
60,30.0,Raphinha,Barcelona,35.6,14.8,55.5,14.9,19.9,True,False,False,False,Middle_Left,
60,33.0,Unai Núñez,Athletic Club,41.3,79.5,67.5,43.1,44.8,True,False,False,False,Middle_Right,
60,37.0,Nico Williams,Athletic Club,60.2,41.9,61.1,47.2,5.4,False,True,False,False,Middle_Center,
60,41.0,Íñigo Ruíz de Galarreta,Athletic Club,62.6,41.9,84.3,2.3,45.2,True,True,False,False,Middle_Center,
60,47.0,Maroan Sannadi,Athletic Club,85.2,5.9,84.9,16.0,10.1,False,True,False,False,Attacking_Left,
61,45.0,Pau Cubarsí,Barcelona,26.4,64.0,38.3,75.0,16.2,True,True,False,False,Defensive_Center,
61,46.0,Pedri,Barcelona,35.2,75.6,42.0,64.6,12.9,False,True,False,False,Middle_Right,
61,47.0,Robert Lewandowski,Barcelona,42.4,61.3,36.9,71.1,11.2,False,True,False,False,Middle_Center,
61,49.0,Pedri,Barcelona,38.7,67.1,29.7,41.0,27.6,False,True,False,False,Middle_Right,
61,52.0,Ronald Araújo,Barcelona,29.8,38.2,35.3,13.1,25.7,False,True,False,False,Defensive_Center,
61,54.0,Eric García,Barcelona,35.7,12.8,73.5,0.0,39.9,True,False,False,False,Middle_Left,
62,5.0,Yuri Berchiche,Athletic Club,27.6,100.0,28.1,71.6,28.4,False,True,False,False,Defensive_Right,
62,7.0,Beñat Prados,Athletic Club,25.7,70.5,18.1,58.7,14.0,False,True,False,False,Defensive_Right,
62,8.0,Dani Vivian,Athletic Club,18.1,58.7,36.3,59.1,18.2,True,True,False,False,Defensive_Center,
62,11.0,Maroan Sannadi,Athletic Club,37.0,59.1,32.8,26.3,33.1,False,True,False,False,Middle_Center,
62,16.0,Óscar De Marcos,Athletic Club,48.3,28.1,71.1,1.9,34.7,True,True,False,False,Middle_Left,
